@relation prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute scoreN numeric
@attribute ghost1-livingN {True,False}
@attribute ghost2-livingN {True,False}
@attribute ghost3-livingN {True,False}
@attribute ghost4-livingN {True,False}
@attribute distance-ghost1N numeric
@attribute distance-ghost2N numeric
@attribute distance-ghost3N numeric
@attribute distance-ghost4N numeric
@attribute prev-distance-ghost1N numeric
@attribute prev-distance-ghost2N numeric
@attribute prev-distance-ghost3N numeric
@attribute prev-distance-ghost4N numeric
@attribute posXN numeric
@attribute posYN numeric
@attribute directionN {North,South,East,West,Stop}
@attribute wall-eastN {True,False}
@attribute wall-southN {True,False}
@attribute wall-westN {True,False}
@attribute wall-northN {True,False}
@attribute moveN {North,South,East,West,Stop}
@attribute fx numeric

@data
178,True,True,True,False,11,10,4,0,9,12,5,0,8,3,West,False,True,False,True,West,175,True,True,True,False,7,9,5,0,8,11,1,0,6,4,North,True,False,True,False,North,3.055556
177,True,True,True,False,6,10,4,0,11,10,4,0,7,3,West,False,True,False,True,West,174,True,True,True,False,8,10,3,0,7,9,5,0,6,5,North,False,False,False,False,North,4.818841
176,True,True,True,False,8,11,1,0,6,10,4,0,6,3,West,True,True,False,False,North,173,True,True,True,False,6,7,3,0,8,10,3,0,6,6,North,False,False,True,False,North,13.289474
174,True,True,True,False,8,10,3,0,7,9,5,0,6,5,North,False,False,False,False,North,371,True,True,False,False,6,13,0,0,6,6,0,0,6,8,North,False,False,True,False,North,2.75
173,True,True,True,False,6,7,3,0,8,10,3,0,6,6,North,False,False,True,False,North,370,True,True,False,False,4,8,0,0,6,13,0,0,6,9,North,False,False,False,False,West,3.958333
372,True,True,False,False,6,6,0,0,6,7,3,0,6,7,North,False,False,True,False,North,369,True,True,False,False,3,9,0,0,4,8,0,0,5,9,West,False,False,False,True,West,5.277778
371,True,True,False,False,6,13,0,0,6,6,0,0,6,8,North,False,False,True,False,North,368,True,True,False,False,2,0,0,0,3,9,0,0,4,9,West,False,False,False,True,West,5.595238
370,True,True,False,False,4,8,0,0,6,13,0,0,6,9,North,False,False,False,False,West,367,True,True,False,False,0,5,0,0,2,0,0,0,3,9,West,False,False,False,False,West,5.833333
369,True,True,False,False,3,9,0,0,4,8,0,0,5,9,West,False,False,False,True,West,366,True,True,False,False,3,1,0,0,0,5,0,0,2,9,West,False,True,False,True,West,17.5
-4,True,True,True,True,23,25,20,19,23,27,19,20,17,13,Stop,False,True,False,True,West,-7,True,True,True,True,23,25,16,15,21,24,16,16,15,12,South,True,False,True,False,South,0.915033
-5,True,True,True,True,16,24,19,18,23,25,20,19,16,13,West,False,True,False,True,West,-8,True,True,True,True,20,18,19,15,23,25,16,15,15,11,South,False,True,False,False,West,0.925214
-6,True,True,True,True,21,24,16,16,16,24,19,18,15,13,West,True,False,False,True,South,-9,True,True,True,True,19,15,15,11,20,18,19,15,14,11,West,False,True,False,True,West,1.023185
-7,True,True,True,True,23,25,16,15,21,24,16,16,15,12,South,True,False,True,False,South,-10,True,True,True,True,23,17,15,16,19,15,15,11,13,11,West,False,False,False,False,South,1.091954
-8,True,True,True,True,20,18,19,15,23,25,16,15,15,11,South,False,True,False,False,West,-11,True,True,True,True,17,17,9,13,23,17,15,16,13,10,South,True,False,True,False,South,1.160714
-9,True,True,True,True,19,15,15,11,20,18,19,15,14,11,West,False,True,False,True,West,-12,True,True,True,True,15,14,13,15,17,17,9,13,13,9,South,True,False,True,False,South,1.165584
-10,True,True,True,True,23,17,15,16,19,15,15,11,13,11,West,False,False,False,False,South,-13,True,True,True,True,16,17,11,9,15,14,13,15,13,8,South,True,False,True,False,South,1.165584
-11,True,True,True,True,17,17,9,13,23,17,15,16,13,10,South,True,False,True,False,South,-14,True,True,True,True,13,12,7,8,16,17,11,9,13,7,South,True,False,True,False,South,1.181319
-12,True,True,True,True,15,14,13,15,17,17,9,13,13,9,South,True,False,True,False,South,-15,True,True,True,True,12,13,11,12,13,12,7,8,13,6,South,True,False,True,False,South,1.261538
-13,True,True,True,True,16,17,11,9,15,14,13,15,13,8,South,True,False,True,False,South,-16,True,True,True,True,13,15,11,2,12,13,11,12,13,5,South,False,False,True,False,South,1.280687
-14,True,True,True,True,13,12,7,8,16,17,11,9,13,7,South,True,False,True,False,South,-17,True,True,True,True,11,16,14,8,13,15,11,2,13,4,South,True,False,True,False,South,1.280687
-16,True,True,True,True,13,15,11,2,12,13,11,12,13,5,South,False,False,True,False,South,-19,True,True,True,True,13,15,13,9,13,16,11,8,12,3,West,False,True,False,True,West,1.267661
-17,True,True,True,True,11,16,14,8,13,15,11,2,13,4,South,True,False,True,False,South,-20,True,True,True,True,12,16,12,5,13,15,13,9,11,3,West,False,True,False,True,West,1.367754
-18,True,True,True,True,13,16,11,8,11,16,14,8,13,3,South,False,True,True,False,West,-21,True,True,True,True,13,13,10,5,12,16,12,5,10,3,West,False,True,False,True,West,1.598837
-19,True,True,True,True,13,15,13,9,13,16,11,8,12,3,West,False,True,False,True,West,-22,True,True,True,True,12,14,11,4,13,13,10,5,9,3,West,False,True,False,True,West,1.763889
-20,True,True,True,True,12,16,12,5,13,15,13,9,11,3,West,False,True,False,True,West,-23,True,True,True,True,10,10,8,1,12,14,11,4,8,3,West,False,True,False,True,West,1.967905
-21,True,True,True,True,13,13,10,5,12,16,12,5,10,3,West,False,True,False,True,West,-24,True,True,True,True,10,8,5,1,10,10,8,1,7,3,West,False,True,False,True,West,2.003676
-22,True,True,True,True,12,14,11,4,13,13,10,5,9,3,West,False,True,False,True,West,175,True,True,True,False,8,7,6,0,10,8,5,1,6,3,West,True,True,False,False,North,2.600575
-23,True,True,True,True,10,10,8,1,12,14,11,4,8,3,West,False,True,False,True,West,174,True,True,True,False,8,6,4,0,8,7,6,0,6,4,North,True,False,True,False,North,3.055556
-24,True,True,True,True,10,8,5,1,10,10,8,1,7,3,West,False,True,False,True,West,173,True,True,True,False,13,2,5,0,8,6,4,0,6,5,North,False,False,False,False,North,3.152174
175,True,True,True,False,8,7,6,0,10,8,5,1,6,3,West,True,True,False,False,North,172,True,True,True,False,4,7,4,0,13,2,5,0,6,6,North,False,False,True,False,North,3.214286
174,True,True,True,False,8,6,4,0,8,7,6,0,6,4,North,True,False,True,False,North,171,True,True,True,False,10,7,6,0,4,7,4,0,6,7,North,False,False,True,False,West,3.289474
173,True,True,True,False,13,2,5,0,8,6,4,0,6,5,North,False,False,False,False,North,170,True,True,True,False,6,3,4,0,10,7,6,0,5,7,West,False,False,False,False,West,4.0625
172,True,True,True,False,4,7,4,0,13,2,5,0,6,6,North,False,False,True,False,North,169,True,True,True,False,0,5,2,0,6,3,4,0,4,7,West,False,False,False,False,North,7.75
171,True,True,True,False,10,7,6,0,4,7,4,0,6,7,North,False,False,True,False,West,168,True,True,True,False,0,5,4,0,0,5,2,0,4,8,North,False,False,False,False,West,7.75
170,True,True,True,False,6,3,4,0,10,7,6,0,5,7,West,False,False,False,False,West,167,True,True,True,False,2,5,1,0,0,5,4,0,3,8,West,True,False,False,False,South,14.375
168,True,True,True,False,0,5,4,0,0,5,2,0,4,8,North,False,False,False,False,West,365,False,True,True,False,0,3,6,0,0,5,3,0,3,6,South,True,False,False,False,North,5.416667
167,True,True,True,False,2,5,1,0,0,5,4,0,3,8,West,True,False,False,False,South,364,False,True,True,False,0,4,1,0,0,3,6,0,3,7,North,True,False,False,False,North,13.75
365,False,True,True,False,0,3,6,0,0,5,3,0,3,6,South,True,False,False,False,North,562,False,True,False,False,0,7,0,0,0,7,0,0,3,7,South,True,False,False,False,South,2.1875
364,False,True,True,False,0,4,1,0,0,3,6,0,3,7,North,True,False,False,False,North,561,False,True,False,False,0,1,0,0,0,7,0,0,3,6,South,True,False,False,False,East,2.916667
563,False,True,False,False,0,7,0,0,0,4,1,0,3,8,North,True,False,False,False,South,560,False,True,False,False,0,3,0,0,0,1,0,0,4,6,East,False,False,False,False,South,4.375
562,False,True,False,False,0,7,0,0,0,7,0,0,3,7,South,True,False,False,False,South,559,False,True,False,False,0,2,0,0,0,3,0,0,4,5,South,False,False,False,False,South,5.833333
561,False,True,False,False,0,1,0,0,0,7,0,0,3,6,South,True,False,False,False,East,558,False,True,False,False,0,0,0,0,0,2,0,0,4,4,South,True,False,True,False,South,8.75
560,False,True,False,False,0,3,0,0,0,1,0,0,4,6,East,False,False,False,False,South,557,False,True,False,False,0,5,0,0,0,0,0,0,4,3,South,False,True,True,False,West,8.75
-3,True,True,True,True,13,8,9,7,9,6,8,7,9,3,Stop,False,True,False,True,West,-6,True,True,True,True,7,12,11,9,8,11,8,9,6,3,West,True,True,False,False,North,2.03125
-4,True,True,True,True,10,9,9,8,13,8,9,7,8,3,West,False,True,False,True,West,-7,True,True,True,True,9,12,13,7,7,12,11,9,6,4,North,True,False,True,False,North,2.321429
-5,True,True,True,True,8,11,8,9,10,9,9,8,7,3,West,False,True,False,True,West,-8,True,True,True,True,6,8,7,10,9,12,13,7,6,5,North,False,False,False,False,North,3.181818
-6,True,True,True,True,7,12,11,9,8,11,8,9,6,3,West,True,True,False,False,North,-9,True,True,True,True,7,11,6,3,6,8,7,10,6,6,North,False,False,True,False,North,3.839286
-7,True,True,True,True,9,12,13,7,7,12,11,9,6,4,North,True,False,True,False,North,-10,True,True,True,True,5,14,8,9,7,11,6,3,6,7,North,False,False,True,False,North,3.839286
-8,True,True,True,True,6,8,7,10,9,12,13,7,6,5,North,False,False,False,False,North,-11,True,True,True,True,4,13,6,3,5,14,8,9,6,8,North,False,False,True,False,West,7.25
-10,True,True,True,True,5,14,8,9,7,11,6,3,6,7,North,False,False,True,False,North,-13,True,True,True,True,3,10,2,7,1,10,10,8,5,9,North,False,False,False,True,West,13.571429
-12,True,True,True,True,1,10,10,8,4,13,6,3,5,8,West,False,False,False,False,North,185,False,True,True,True,0,12,0,6,0,10,3,6,5,9,East,False,False,False,True,East,6.964286
-13,True,True,True,True,3,10,2,7,1,10,10,8,5,9,North,False,False,False,True,West,184,False,True,True,True,0,14,2,4,0,12,0,6,6,9,East,False,False,False,False,East,7.083333
185,False,True,True,True,0,12,0,6,0,10,3,6,5,9,East,False,False,False,True,East,382,False,True,False,True,0,12,0,2,0,11,0,0,8,9,East,False,True,False,True,East,1.75
184,False,True,True,True,0,14,2,4,0,12,0,6,6,9,East,False,False,False,False,East,381,False,True,False,True,0,6,0,0,0,12,0,2,9,9,East,False,True,False,False,North,1.75
383,False,True,False,True,0,11,0,0,0,14,2,4,7,9,East,False,True,False,True,East,380,False,True,False,True,0,7,0,1,0,6,0,0,9,10,North,True,False,False,False,South,1.75
381,False,True,False,True,0,6,0,0,0,12,0,2,9,9,East,False,True,False,False,North,578,False,True,False,False,0,9,0,0,0,8,0,0,10,9,East,False,True,False,False,North,1.458333
380,False,True,False,True,0,7,0,1,0,6,0,0,9,10,North,True,False,False,False,South,577,False,True,False,False,0,5,0,0,0,9,0,0,10,10,North,False,False,True,False,North,1.458333
579,False,True,False,False,0,8,0,0,0,7,0,1,9,9,South,False,True,False,False,East,576,False,True,False,False,0,6,0,0,0,5,0,0,10,11,North,False,False,True,False,North,1.75
578,False,True,False,False,0,9,0,0,0,8,0,0,10,9,East,False,True,False,False,North,575,False,True,False,False,0,7,0,0,0,6,0,0,10,12,North,False,False,True,False,North,1.944444
577,False,True,False,False,0,5,0,0,0,9,0,0,10,10,North,False,False,True,False,North,574,False,True,False,False,0,8,0,0,0,7,0,0,10,13,North,False,False,False,True,East,2.1875
576,False,True,False,False,0,6,0,0,0,5,0,0,10,11,North,False,False,True,False,North,573,False,True,False,False,0,8,0,0,0,8,0,0,11,13,East,False,True,False,True,East,2.916667
575,False,True,False,False,0,7,0,0,0,6,0,0,10,12,North,False,False,True,False,North,572,False,True,False,False,0,4,0,0,0,8,0,0,12,13,East,False,True,False,True,East,4.375
574,False,True,False,False,0,8,0,0,0,7,0,0,10,13,North,False,False,False,True,East,571,False,True,False,False,0,3,0,0,0,4,0,0,13,13,East,False,False,True,True,South,5.833333
573,False,True,False,False,0,8,0,0,0,8,0,0,11,13,East,False,True,False,True,East,570,False,True,False,False,0,2,0,0,0,3,0,0,13,12,South,True,False,True,False,South,8.75
-3,True,True,True,True,23,27,26,22,20,24,27,28,1,3,Stop,True,True,False,False,East,-6,True,True,True,True,21,23,24,22,22,25,23,22,4,3,East,False,True,True,False,North,0.815826
-4,True,True,True,True,24,26,24,23,23,27,26,22,2,3,East,False,True,False,True,East,-7,True,True,True,True,19,23,21,20,21,23,24,22,4,4,North,True,False,True,False,North,0.885167
-5,True,True,True,True,22,25,23,22,24,26,24,23,3,3,East,False,True,False,True,East,-8,True,True,True,True,13,22,21,20,19,23,21,20,4,5,North,False,False,False,False,East,0.981196
-6,True,True,True,True,21,23,24,22,22,25,23,22,4,3,East,False,True,True,False,North,-9,True,True,True,True,17,19,19,17,13,22,21,20,5,5,East,False,True,False,False,East,0.989531
-7,True,True,True,True,19,23,21,20,21,23,24,22,4,4,North,True,False,True,False,North,-10,True,True,True,True,16,18,17,13,17,19,19,17,6,5,East,False,False,False,False,East,1.049107
-8,True,True,True,True,13,22,21,20,19,23,21,20,4,5,North,False,False,False,False,East,-11,True,True,True,True,10,20,18,15,16,18,17,13,7,5,East,False,True,False,True,East,1.116352
-9,True,True,True,True,17,19,19,17,13,22,21,20,5,5,East,False,True,False,False,East,-12,True,True,True,True,17,16,17,14,10,20,18,15,8,5,East,False,True,False,False,East,1.192857
-10,True,True,True,True,16,18,17,13,17,19,19,17,6,5,East,False,False,False,False,East,-13,True,True,True,True,15,13,18,12,17,16,17,14,9,5,East,False,True,False,True,East,1.294872
-11,True,True,True,True,10,20,18,15,16,18,17,13,7,5,East,False,True,False,True,East,-14,True,True,True,True,16,16,16,11,15,13,18,12,10,5,East,False,True,False,True,East,1.416667
-12,True,True,True,True,17,16,17,14,10,20,18,15,8,5,East,False,True,False,False,East,-15,True,True,True,True,13,14,14,11,16,16,16,11,11,5,East,False,True,False,True,East,1.55303
-13,True,True,True,True,15,13,18,12,17,16,17,14,9,5,East,False,True,False,True,East,-16,True,True,True,True,10,8,11,9,13,14,14,11,12,5,East,False,True,False,True,East,1.857639
-14,True,True,True,True,16,16,16,11,15,13,18,12,10,5,East,False,True,False,True,East,-17,True,True,True,True,9,8,15,9,10,8,11,9,13,5,East,False,False,True,False,North,1.87276
-15,True,True,True,True,13,14,14,11,16,16,16,11,11,5,East,False,True,False,True,East,-18,True,True,True,True,7,10,13,7,9,8,15,9,13,6,North,True,False,True,False,North,2.302956
-16,True,True,True,True,10,8,11,9,13,14,14,11,12,5,East,False,True,False,True,East,-19,True,True,True,True,6,6,12,7,7,10,13,7,13,7,North,True,False,True,False,North,2.683333
-17,True,True,True,True,9,8,15,9,10,8,11,9,13,5,East,False,False,True,False,North,-20,True,True,True,True,3,10,9,9,6,6,12,7,13,8,North,True,False,True,False,North,3.152174
-18,True,True,True,True,7,10,13,7,9,8,15,9,13,6,North,True,False,True,False,North,-21,True,True,True,True,6,5,8,5,3,10,9,9,13,9,North,True,False,True,False,North,3.958333
-19,True,True,True,True,6,6,12,7,7,10,13,7,13,7,North,True,False,True,False,North,-22,True,True,True,True,1,2,4,7,6,5,8,5,13,10,North,True,False,True,False,North,7.321429
-20,True,True,True,True,3,10,9,9,6,6,12,7,13,8,North,True,False,True,False,North,177,True,False,True,True,1,0,6,6,1,2,4,7,13,11,North,False,False,False,False,East,7.5
-21,True,True,True,True,6,5,8,5,3,10,9,9,13,9,North,True,False,True,False,North,176,True,False,True,True,1,0,4,5,1,0,6,6,14,11,East,False,True,False,True,East,14.5
177,True,False,True,True,1,0,6,6,1,2,4,7,13,11,North,False,False,False,False,East,374,False,False,True,True,0,0,3,5,0,0,4,2,15,12,North,True,False,True,False,North,5.833333
176,True,False,True,True,1,0,4,5,1,0,6,6,14,11,East,False,True,False,True,East,573,False,False,True,False,0,0,3,0,0,0,3,5,15,13,North,True,False,False,True,East,8.75
375,False,False,True,True,0,0,4,2,1,0,4,5,15,11,East,False,True,False,False,North,572,False,False,True,False,0,0,3,0,0,0,3,0,16,13,East,False,True,False,True,East,8.75
374,False,False,True,True,0,0,3,5,0,0,4,2,15,12,North,True,False,True,False,North,571,False,False,True,False,0,0,1,0,0,0,3,0,17,13,East,False,True,False,True,East,8.75
573,False,False,True,False,0,0,3,0,0,0,3,5,15,13,North,True,False,False,True,East,570,False,False,True,False,0,0,1,0,0,0,1,0,18,13,East,False,False,True,True,South,17.5
-2,True,True,True,True,22,29,22,25,23,29,26,27,1,3,Stop,True,True,False,False,East,-5,True,True,True,True,22,23,22,23,21,17,23,23,4,3,East,False,True,True,False,North,0.842391
-3,True,True,True,True,24,26,27,27,22,29,22,25,2,3,East,False,True,False,True,East,-6,True,True,True,True,17,20,22,23,22,23,22,23,4,4,North,True,False,True,False,North,0.848881
-4,True,True,True,True,21,17,23,23,24,26,27,27,3,3,East,False,True,False,True,East,-7,True,True,True,True,14,21,18,20,17,20,22,23,4,5,North,False,False,False,False,East,0.855769
-5,True,True,True,True,22,23,22,23,21,17,23,23,4,3,East,False,True,True,False,North,-8,True,True,True,True,16,23,16,20,14,21,18,20,5,5,East,False,True,False,False,East,0.863095
-6,True,True,True,True,17,20,22,23,22,23,22,23,4,4,North,True,False,True,False,North,-9,True,True,True,True,15,20,17,20,16,23,16,20,6,5,East,False,False,False,False,East,0.89983
-7,True,True,True,True,14,21,18,20,17,20,22,23,4,5,North,False,False,False,False,East,-10,True,True,True,True,12,20,16,20,15,20,17,20,7,5,East,False,True,False,True,East,0.953065
-8,True,True,True,True,16,23,16,20,14,21,18,20,5,5,East,False,True,False,False,East,-11,True,True,True,True,14,19,16,18,12,20,16,20,8,5,East,False,True,False,False,East,0.962302
-9,True,True,True,True,15,20,17,20,16,23,16,20,6,5,East,False,False,False,False,East,-12,True,True,True,True,13,15,16,17,14,19,16,18,9,5,East,False,True,False,True,East,1.013072
-10,True,True,True,True,12,20,16,20,15,20,17,20,7,5,East,False,True,False,True,East,-13,True,True,True,True,8,17,14,14,13,15,16,17,10,5,East,False,True,False,True,East,1.075368
-11,True,True,True,True,14,19,16,18,12,20,16,20,8,5,East,False,True,False,False,East,-14,True,True,True,True,9,14,17,15,8,17,14,14,11,5,East,False,True,False,True,East,1.22619
-12,True,True,True,True,13,15,16,17,14,19,16,18,9,5,East,False,True,False,True,East,-15,True,True,True,True,9,14,11,13,9,14,17,15,12,5,East,False,True,False,True,East,1.39881
-13,True,True,True,True,8,17,14,14,13,15,16,17,10,5,East,False,True,False,True,East,-16,True,True,True,True,6,14,10,12,9,14,11,13,13,5,East,False,False,True,False,North,1.426282
-14,True,True,True,True,9,14,17,15,8,17,14,14,11,5,East,False,True,False,True,East,-17,True,True,True,True,7,10,11,10,6,14,10,12,13,6,North,True,False,True,False,North,1.447072
-15,True,True,True,True,9,14,11,13,9,14,17,15,12,5,East,False,True,False,True,East,-18,True,True,True,True,4,9,6,10,7,10,11,10,13,7,North,True,False,True,False,North,1.704545
-16,True,True,True,True,6,14,10,12,9,14,11,13,13,5,East,False,False,True,False,North,-19,True,True,True,True,3,11,9,10,4,9,6,10,13,8,North,True,False,True,False,North,1.888889
-17,True,True,True,True,7,10,11,10,6,14,10,12,13,6,North,True,False,True,False,North,-20,True,True,True,True,0,8,8,11,3,11,9,10,13,9,North,True,False,True,False,North,2.118056
-18,True,True,True,True,4,9,6,10,7,10,11,10,13,7,North,True,False,True,False,North,-21,True,True,True,True,4,8,6,6,0,8,8,11,13,10,North,True,False,True,False,North,2.708333
-19,True,True,True,True,3,11,9,10,4,9,6,10,13,8,North,True,False,True,False,North,-22,True,True,True,True,6,4,6,5,4,8,6,6,13,11,North,False,False,False,False,East,3.839286
-20,True,True,True,True,0,8,8,11,3,11,9,10,13,9,North,True,False,True,False,North,-23,True,True,True,True,7,3,4,5,6,4,6,5,14,11,East,False,True,False,True,East,7.083333
-21,True,True,True,True,4,8,6,6,0,8,8,11,13,10,North,True,False,True,False,North,-24,True,True,True,True,6,1,4,3,7,3,4,5,15,11,East,False,True,False,False,North,13.5
-23,True,True,True,True,7,3,4,5,6,4,6,5,14,11,East,False,True,False,True,East,174,True,False,True,True,6,0,6,7,2,0,5,4,15,13,North,True,False,False,True,East,2.452381
-24,True,True,True,True,6,1,4,3,7,3,4,5,15,11,East,False,True,False,False,North,173,True,False,True,True,7,0,7,10,6,0,6,7,16,13,East,False,True,False,True,East,2.452381
175,True,False,True,True,2,0,5,4,6,1,4,3,15,12,North,True,False,True,False,North,172,True,False,True,True,6,0,6,7,7,0,7,10,17,13,East,False,True,False,True,East,2.797619
174,True,False,True,True,6,0,6,7,2,0,5,4,15,13,North,True,False,False,True,East,171,True,False,True,True,7,0,6,4,6,0,6,7,18,13,East,False,False,True,True,South,3.409091
173,True,False,True,True,7,0,7,10,6,0,6,7,16,13,East,False,True,False,True,East,170,True,False,True,True,1,0,5,4,7,0,6,4,18,12,South,True,False,True,False,South,3.409091
172,True,False,True,True,6,0,6,7,7,0,7,10,17,13,East,False,True,False,True,East,169,True,False,True,True,4,0,3,0,1,0,5,4,18,11,South,True,False,True,False,South,5.595238
171,True,False,True,True,7,0,6,4,6,0,6,7,18,13,East,False,False,True,True,South,368,True,False,True,False,6,0,4,0,4,0,3,0,18,10,South,True,False,True,False,South,7.916667
170,True,False,True,True,1,0,5,4,7,0,6,4,18,12,South,True,False,True,False,South,367,True,False,True,False,8,0,3,0,6,0,4,0,18,9,South,False,False,True,False,South,8.25
368,True,False,True,False,6,0,4,0,4,0,3,0,18,10,South,True,False,True,False,South,565,True,False,False,False,0,0,0,0,0,0,0,0,18,7,South,True,False,True,False,South,5.833333
564,True,False,False,False,1,0,0,0,0,0,0,0,18,6,South,True,False,True,False,South,561,True,False,False,False,7,0,0,0,4,0,0,0,18,3,South,False,True,True,False,Stop,2.1875
562,True,False,False,False,4,0,0,0,7,0,0,0,18,4,South,True,False,True,False,South,559,True,False,False,False,3,0,0,0,7,0,0,0,18,3,South,False,True,True,False,Stop,2.1875
556,True,False,False,False,5,0,0,0,8,0,0,0,18,3,South,False,True,True,False,West,553,True,False,False,False,1,0,0,0,7,0,0,0,15,3,West,True,True,False,False,North,8.75
555,True,False,False,False,7,0,0,0,5,0,0,0,17,3,West,False,True,False,True,West,552,True,False,False,False,2,0,0,0,1,0,0,0,15,4,North,True,False,True,False,North,8.75
554,True,False,False,False,7,0,0,0,7,0,0,0,16,3,West,False,True,False,True,West,551,True,False,False,False,0,0,0,0,2,0,0,0,15,5,North,True,False,False,False,East,17.5
-2,True,True,True,True,24,21,25,24,19,24,28,17,2,13,Stop,False,True,False,True,East,-5,True,True,True,True,21,19,20,20,18,17,24,19,4,12,South,True,False,True,False,South,0.918325
-3,True,True,True,True,21,12,24,20,24,21,25,24,3,13,East,False,True,False,True,East,-6,True,True,True,True,16,16,24,14,21,19,20,20,4,11,South,False,True,False,False,East,1.012019
-4,True,True,True,True,18,17,24,19,21,12,24,20,4,13,East,False,False,True,True,South,-7,True,True,True,True,16,16,20,16,16,16,24,14,5,11,East,False,True,False,True,East,1.027152
-5,True,True,True,True,21,19,20,20,18,17,24,19,4,12,South,True,False,True,False,South,-8,True,True,True,True,14,15,19,17,16,16,20,16,6,11,East,False,False,False,False,South,1.10119
-6,True,True,True,True,16,16,24,14,21,19,20,20,4,11,South,False,True,False,False,East,-9,True,True,True,True,12,14,15,16,14,15,19,17,6,10,South,True,False,True,False,South,1.234266
-7,True,True,True,True,16,16,20,16,16,16,24,14,5,11,East,False,True,False,True,East,-10,True,True,True,True,11,12,15,14,12,14,15,16,6,9,South,False,False,False,False,South,1.419383
-10,True,True,True,True,11,12,15,14,12,14,15,16,6,9,South,False,False,False,False,South,-13,True,True,True,True,10,11,12,12,9,12,14,20,6,6,South,False,False,True,False,South,1.666667
-11,True,True,True,True,8,13,13,12,11,12,15,14,6,8,South,False,False,True,False,South,-14,True,True,True,True,8,11,10,12,10,11,12,12,6,5,South,False,False,False,False,East,2.079832
-12,True,True,True,True,9,12,14,20,8,13,13,12,6,7,South,False,False,True,False,South,-15,True,True,True,True,6,10,12,13,8,11,10,12,7,5,East,False,True,False,True,East,2.395833
-13,True,True,True,True,10,11,12,12,9,12,14,20,6,6,South,False,False,True,False,South,-16,True,True,True,True,7,14,9,13,6,10,12,13,8,5,East,False,True,False,False,East,2.416667
-14,True,True,True,True,8,11,10,12,10,11,12,12,6,5,South,False,False,False,False,East,-17,True,True,True,True,12,9,11,6,7,14,9,13,9,5,East,False,True,False,True,East,2.432171
-15,True,True,True,True,6,10,12,13,8,11,10,12,7,5,East,False,True,False,True,East,-18,True,True,True,True,4,5,11,8,12,9,11,6,10,5,East,False,True,False,True,East,3.519737
-16,True,True,True,True,7,14,9,13,6,10,12,13,8,5,East,False,True,False,False,East,-19,True,True,True,True,5,6,10,8,4,5,11,8,11,5,East,False,True,False,True,East,3.519737
-17,True,True,True,True,12,9,11,6,7,14,9,13,9,5,East,False,True,False,True,East,-20,True,True,True,True,7,4,4,9,5,6,10,8,12,5,East,False,True,False,True,East,4.607843
-18,True,True,True,True,4,5,11,8,12,9,11,6,10,5,East,False,True,False,True,East,-21,True,True,True,True,3,6,5,9,7,4,4,9,13,5,East,False,False,True,False,South,4.635417
-20,True,True,True,True,7,4,4,9,5,6,10,8,12,5,East,False,True,False,True,East,-23,True,True,True,True,1,6,8,6,3,3,6,10,13,3,South,False,True,True,False,West,6.678571
-21,True,True,True,True,3,6,5,9,7,4,4,9,13,5,East,False,False,True,False,South,-24,True,True,True,True,2,5,11,11,1,6,8,6,12,3,West,False,True,False,True,West,12.916667
-23,True,True,True,True,1,6,8,6,3,3,6,10,13,3,South,False,True,True,False,West,174,False,True,True,True,0,6,6,13,0,3,12,10,12,3,East,False,True,False,True,East,0.964715
-24,True,True,True,True,2,5,11,11,1,6,8,6,12,3,West,False,True,False,True,West,173,False,True,True,True,0,4,8,8,0,6,6,13,13,3,East,False,True,True,False,North,0.964715
175,False,True,True,True,0,3,12,10,2,5,11,11,11,3,West,False,True,False,True,East,172,False,True,True,True,0,5,9,4,0,4,8,8,13,4,North,True,False,True,False,North,1.029412
174,False,True,True,True,0,6,6,13,0,3,12,10,12,3,East,False,True,False,True,East,171,False,True,True,True,0,2,6,1,0,5,9,4,13,5,North,False,False,True,False,North,1.155914
173,False,True,True,True,0,4,8,8,0,6,6,13,13,3,East,False,True,True,False,North,170,False,True,True,True,0,3,6,3,0,2,6,1,13,6,North,True,False,True,False,North,1.155914
172,False,True,True,True,0,5,9,4,0,4,8,8,13,4,North,True,False,True,False,North,169,False,True,True,True,0,1,6,0,0,3,6,3,13,7,North,True,False,True,False,North,1.331909
171,False,True,True,True,0,2,6,1,0,5,9,4,13,5,North,False,False,True,False,North,168,False,True,True,True,0,11,9,3,0,1,6,0,13,8,North,True,False,True,False,North,1.346154
170,False,True,True,True,0,3,6,3,0,2,6,1,13,6,North,True,False,True,False,North,167,False,True,True,True,0,5,9,5,0,11,9,3,13,9,North,True,False,True,False,North,1.55303
